sys_id;item;derivado;variavel;tipo;question_text_original;label;origem_label;avaliacao;label_ajustado;observacoes
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Solicitar segunda via do cartão combustível;question_neighborhood;texto;Neighborhood;Qual é o bairro do endereço de entrega?;modelo;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Solicitar segunda via do cartão combustível;question_email;texto;Corporate Email;Qual é o e-mail corporativo do colaborador?;modelo;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Solicitar segunda via do cartão combustível;question_public;texto;Public;Qual é o público do colaborador?;modelo;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Solicitar segunda via do cartão combustível;question_state;texto;State;Qual é o estado do endereço de entrega?;modelo;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Solicitar segunda via do cartão combustível;question_city;texto;City;Qual é a cidade do endereço de entrega?;modelo;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Solicitar segunda via do cartão combustível;question_collaborator_name;texto;Collaborator name;Qual é o nome do colaborador?;modelo;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Solicitar segunda via do cartão combustível;question_id_global;texto;Global ID;Qual é o ID global do colaborador?;modelo;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Solicitar segunda via do cartão combustível;question_street;texto;Street;Qual é a rua do endereço de entrega?;modelo;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Desbloquear cartão combustível;question_email;texto;Corporate Email;Qual é o e-mail corporativo do colaborador?;modelo;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Desbloquear cartão combustível;question_public;texto;Public;Qual é o público do colaborador?;modelo;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Desbloquear cartão combustível;question_collaborator_name;texto;Collaborator name;Qual é o nome do colaborador?;modelo;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Desbloquear cartão combustível;question_id_global;texto;Global ID;Qual é o ID global do colaborador?;modelo;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Alterar limite do cartão combustível;question_email;texto;Corporate Email;Qual é o e-mail corporativo do colaborador?;modelo;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Alterar limite do cartão combustível;question_public;texto;Public;Qual é o público do colaborador?;modelo;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Alterar limite do cartão combustível;question_collaborator_name;texto;Collaborator name;Qual é o nome do colaborador?;modelo;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Alterar limite do cartão combustível;question_id_global;texto;Global ID;Qual é o ID global do colaborador?;modelo;;;
39901cd21b8c6598a530426fe54bcb72;Solicitar reembolso de nota de crédito	;Solicitar reembolso de nota de crédito;v_order_number;texto;What is the order number?;Qual é o número do pedido?;1ª análise;;;
39901cd21b8c6598a530426fe54bcb72;Solicitar reembolso de nota de crédito	;Solicitar reembolso de nota de crédito;v_refund_amount;texto;What is the refund amount?;Quanto deve ser reembolsado?;1ª análise;;;
39901cd21b8c6598a530426fe54bcb72;Solicitar reembolso de nota de crédito	;Solicitar reembolso de nota de crédito;v_describe_request;texto longo;Describe the request;Conte o motivo do reembolso.;1ª análise;;;
39901cd21b8c6598a530426fe54bcb72;Solicitar reembolso de nota de crédito	;Solicitar reembolso de nota de crédito;v_total_value;texto;Total order value;Qual é o valor total do pedido?;1ª análise;;;
39901cd21b8c6598a530426fe54bcb72;Solicitar reembolso de nota de crédito	;Solicitar reembolso de nota de crédito;v_credit_repaid;texto;What credit note must be repaid?;Qual nota de crédito deve ser reembolsada?;1ª análise;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Solicitar segunda via do cartão combustível;question_request_who;lista;Who is this request for?;O cartão é para você ou para outro colaborador?;1ª análise;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Solicitar segunda via do cartão combustível;question_collaborator;referência;Select the collaborator;Para qual colaborador?;1ª análise;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Solicitar segunda via do cartão combustível;question_number;texto;Number;Qual o número do endereço?;1ª análise;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Solicitar segunda via do cartão combustível;question_reissuing_reason;lista;Please state the reason for reissuing the card;Por que você precisa de um novo cartão?;1ª análise;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Solicitar segunda via do cartão combustível;question_complement;texto;Complement;Tem complemento? Se sim, qual?;1ª análise;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Solicitar segunda via do cartão combustível;question_zip_code;texto;ZIP code;Qual o CEP do endereço de entrega?;1ª análise;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Desbloquear cartão combustível;question_request_who;lista;Who is this request for?;O cartão é seu ou de outro colaborador?;1ª análise;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Desbloquear cartão combustível;question_collaborator;referência;Select the collaborator;De qual colaborador?;1ª análise;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Desbloquear cartão combustível;question_card_number;texto;Please provide the fuel card number you received;Qual o número do cartão combustível que você recebeu?;1ª análise;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Alterar limite do cartão combustível;question_request_reason;texto;Please state the reason for requesting a change to the limit;Qual o motivo da alteração do limite?;1ª análise;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Alterar limite do cartão combustível;question_value_supplementation;texto;Value for Supplementation;Qual o valor do complemento, em reais?;1ª análise;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Alterar limite do cartão combustível;question_attach_finance;anexo;Attach the Finance approval here;Envie a aprovação do Financeiro.;1ª análise;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Alterar limite do cartão combustível;question_individual_group;lista;Will the change be made for an individual employee or for a group of employees?;A alteração é para um colaborador ou para um grupo?;1ª análise;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Alterar limite do cartão combustível;question_collaborator;referência;Select the collaborator;Para qual colaborador?;1ª análise;;;
2bd570a487788310ec360e530cbb35c8;CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE;Alterar limite do cartão combustível;question_month_change;lista;Month for change;Em qual mês o complemento deve valer?;1ª análise;;;
