sys_id;item;derivado;variavel;tipo;question_text_original;label;origem_label;avaliacao;label_ajustado;observacoes
290911003b501250924d0247f4e45a0e;Outras solicitações de licença;Solicitar outras licenças;v_attach_documentation;anexo;Attach below the necessary documentation to make your request;Anexe o comprovante da licença (certidão, atestado ou declaração), se aplicável.;modelo;;;
290911003b501250924d0247f4e45a0e;Outras solicitações de licença;Solicitar outras licenças;nova_v_requires_attachment;texto;;Indicador interno: a categoria exige anexo?;modelo (variável nova);;;
290911003b501250924d0247f4e45a0e;Outras solicitações de licença;Solicitar outras licenças;v_details;texto longo;Use the following field to detail your need:;Conte o motivo e os detalhes da licença (mínimo de 40 caracteres).;1ª análise;;;
290911003b501250924d0247f4e45a0e;Outras solicitações de licença;Solicitar outras licenças;v_leave_end_date_requester;data;Inform Leave End Date;E a data de término? (aaaa-mm-dd);1ª análise;;;
290911003b501250924d0247f4e45a0e;Outras solicitações de licença;Solicitar outras licenças;v_leave;lista lookup;What leave do you want to report?;Qual licença você quer informar?;1ª análise;;;
290911003b501250924d0247f4e45a0e;Outras solicitações de licença;Solicitar outras licenças;v_leave_start_date_requester;data;Inform Leave Start Date;Qual a data de início da licença? (aaaa-mm-dd);1ª análise;;;
56bb98421b709290514cbaef4b4bcb82;Solicitação de Outros Reembolsos de Saúde;Pedir outros reembolsos de saúde;v_type_of_refund;lista;Type of refund;Que tipo de reembolso de saúde você quer pedir?;1ª análise;;;
56bb98421b709290514cbaef4b4bcb82;Solicitação de Outros Reembolsos de Saúde;Pedir outros reembolsos de saúde;v_month;lista;What month does your payment receipt correspond to?;De que mês é o comprovante de pagamento?;1ª análise;;;
56bb98421b709290514cbaef4b4bcb82;Solicitação de Outros Reembolsos de Saúde;Pedir outros reembolsos de saúde;v_year;texto;What year does your payment receipt correspond to?;E de que ano?;1ª análise;;;
56bb98421b709290514cbaef4b4bcb82;Solicitação de Outros Reembolsos de Saúde;Pedir outros reembolsos de saúde;nova_anexo_comprovante;anexo;;Anexe o comprovante de pagamento.;1ª análise;;;
8dc994c41b1cda10514cbaef4b4bcb44;Solicitação de acesso aos sistemas de RH;Solicitar acesso a sistema de RH;v_field_detail;texto longo;Please use the field below to detail your need;Conte o que você precisa fazer no sistema e qual perfil de acesso é necessário.;1ª análise;;;
8dc994c41b1cda10514cbaef4b4bcb44;Solicitação de acesso aos sistemas de RH;Solicitar acesso a sistema de RH;v_choose_the_option;lista;Choose the option you need here;A qual sistema de RH você precisa de acesso?;1ª análise;;;
117393421b605a10514cbaef4b4bcba5;Solicitação de apólice de seguro / seguro de vida;Aderir ou alterar seguro de vida;v_checkbox_contractual;sim/não;I declare that I have prior and express knowledge of the contractual terms and conditions of the request made.;Você declara conhecer os termos e condições do contrato desse pedido?;1ª análise;;;
117393421b605a10514cbaef4b4bcba5;Solicitação de apólice de seguro / seguro de vida;Aderir ou alterar seguro de vida;v_life_insurance_form;anexo;Life Insurance Form;Anexe o formulário de seguro de vida preenchido.;1ª análise;;;
117393421b605a10514cbaef4b4bcba5;Solicitação de apólice de seguro / seguro de vida;Aderir ou alterar seguro de vida;v_type_of_request;lista;Type of request;Você quer aderir ao seguro de vida ou alterar sua apólice?;1ª análise;;;
247c37d53be81610924d0247f4e45af9;Serviço de transporte para ir ao trabalho;Solicitar transporte para o trabalho;detail_request;texto longo;Use the field below to detail your request;Conte os detalhes: trajeto, dias e horários.;1ª análise;;;
247c37d53be81610924d0247f4e45af9;Serviço de transporte para ir ao trabalho;Solicitar transporte para o trabalho;category;lista;Category;Que tipo de transporte você precisa?;1ª análise;;;
247c37d53be81610924d0247f4e45af9;Serviço de transporte para ir ao trabalho;Solicitar transporte para o trabalho;checkbox_declaracao;sim/não;I declare that I have prior knowledge and agree that the costs of the trip undertaken will be the responsibility of the cost center to which I belong.;Você está ciente e concorda que o custo das viagens será do seu centro de custo?;1ª análise;;;
f6e9b18a3b609a10924d0247f4e45a1b;Solicitações relacionadas a Certificados e Documentos;Solicitar certificado ou declaração de trabalho;document_certified;sim/não;Do you need the document to be certified or legalized?;Você precisa que o documento seja certificado ou legalizado?;1ª análise;;;
f6e9b18a3b609a10924d0247f4e45a1b;Solicitações relacionadas a Certificados e Documentos;Solicitar certificado ou declaração de trabalho;choose_the_document_you_need;lista lookup;Choose the document you need:;Qual documento você precisa?;1ª análise;;;
