sys_id;item;derivado;variavel;tipo;question_text_original;label;origem_label;avaliacao;label_ajustado;observacoes
87cb02061b5ce950a530426fe54bcb55;Aplicação / Devolução de Medida Disciplinar;Solicitar emissão de medida disciplinar (advertência);v_id;texto;ID Global;Qual é o ID Global do solicitante?;modelo;;;
87cb02061b5ce950a530426fe54bcb55;Aplicação / Devolução de Medida Disciplinar;Solicitar emissão de medida disciplinar (advertência);v_id2;texto;ID Global;Qual é o ID Global do colaborador?;modelo;;;
87cb02061b5ce950a530426fe54bcb55;Aplicação / Devolução de Medida Disciplinar;Solicitar emissão de medida disciplinar (advertência);v_area_department2;texto;Area / Department;Qual é a área/departamento do colaborador?;modelo;;;
87cb02061b5ce950a530426fe54bcb55;Aplicação / Devolução de Medida Disciplinar;Solicitar emissão de medida disciplinar (advertência);v_company;texto;Company;Qual é a empresa do solicitante?;modelo;;;
87cb02061b5ce950a530426fe54bcb55;Aplicação / Devolução de Medida Disciplinar;Solicitar emissão de medida disciplinar (advertência);v_company2;texto;Company;Qual é a empresa do colaborador?;modelo;;;
87cb02061b5ce950a530426fe54bcb55;Aplicação / Devolução de Medida Disciplinar;Solicitar emissão de medida disciplinar (advertência);v_area_department;texto;Area / Department;Qual é a área/departamento do solicitante?;modelo;;;
87cb02061b5ce950a530426fe54bcb55;Aplicação / Devolução de Medida Disciplinar;Devolver medida disciplinar assinada;v_id3;texto;ID Global;Qual é o ID Global do colaborador que recebeu a medida?;modelo;;;
3a2fe0b81b4da5d0d1abda4ce54bcb46;Reintegração de ex colaborador;Solicitar reintegração de ex-colaborador;v_cpf;texto;CPF of employee;Qual é o CPF do ex-colaborador?;modelo;;;
3a2fe0b81b4da5d0d1abda4ce54bcb46;Reintegração de ex colaborador;Solicitar reintegração de ex-colaborador;nova_anexo;anexo;;Envie a decisão judicial em anexo.;modelo (variável nova);;;
2a4bc3a71b283110a530426fe54bcbd4;Adicionar ou Remover  membros em Grupos;Adicionar membro a grupo de atendimento do CSC;v_tower;referência;Tower;De qual torre é o grupo de atendimento?;modelo;;;
2a4bc3a71b283110a530426fe54bcbd4;Adicionar ou Remover  membros em Grupos;Adicionar membro a grupo de atendimento do CSC;manager;texto;Group approver;Quem é o gestor do grupo?;modelo;;;
2a4bc3a71b283110a530426fe54bcbd4;Adicionar ou Remover  membros em Grupos;Remover membro de grupo de atendimento do CSC;v_tower;referência;Tower;De qual torre é o grupo de atendimento?;modelo;;;
2a4bc3a71b283110a530426fe54bcbd4;Adicionar ou Remover  membros em Grupos;Remover membro de grupo de atendimento do CSC;manager;texto;Group approver;Quem é o gestor do grupo?;modelo;;;
7fd2d33987beb214ec360e530cbb35cf;Solicitação de Pagamento Via SPR;Solicitar pagamento via SPR (formulário Global SPR);v_payment_amount;texto;Payment amount;Qual é o valor do pagamento?;modelo;;;
7fd2d33987beb214ec360e530cbb35cf;Solicitação de Pagamento Via SPR;Solicitar pagamento via SPR (formulário Global SPR);v_support_documentation;anexo;Attach here any support documentation;Você quer anexar alguma documentação de suporte?;modelo;;;
7fd2d33987beb214ec360e530cbb35cf;Solicitação de Pagamento Via SPR;Solicitar pagamento via SPR (formulário Global SPR);v_approval_attachment;anexo;Approval attachment;Envie o anexo de aprovação.;modelo;;;
