sys_id;item;derivado;variavel;tipo;question_text_original;label;origem_label;avaliacao;label_ajustado;observacoes
d6e0b54a1bd0e950a530426fe54bcbca;Solicitação de Pagamento Sindical (taxas e boletos);Pagar boleto ou taxa sindical;v_type_of_union_payment;lista;Type of Union Payment;Que tipo de taxa sindical é?;1ª análise;;;
d6e0b54a1bd0e950a530426fe54bcbca;Solicitação de Pagamento Sindical (taxas e boletos);Pagar boleto ou taxa sindical;v_company;referência;Company;Para qual empresa do grupo é o pagamento (Natura, Avon, The Body Shop, Aesop)?;1ª análise;;;
d6e0b54a1bd0e950a530426fe54bcbca;Solicitação de Pagamento Sindical (taxas e boletos);Pagar boleto ou taxa sindical;v_due_date;data;Due date;Qual a data de vencimento?;1ª análise;;;
d6e0b54a1bd0e950a530426fe54bcbca;Solicitação de Pagamento Sindical (taxas e boletos);Pagar boleto ou taxa sindical;v_description;texto longo;Description;Alguma observação? (opcional);1ª análise;;;
d6e0b54a1bd0e950a530426fe54bcbca;Solicitação de Pagamento Sindical (taxas e boletos);Pagar boleto ou taxa sindical;nova_boleto;anexo;;Envie o boleto.;1ª análise;;;
d6e0b54a1bd0e950a530426fe54bcbca;Solicitação de Pagamento Sindical (taxas e boletos);Solicitar autorização sindical para domingos e feriados;how_many_holidays_would_you_like_to_request;lista;How many holidays would you like to request?;Quantos feriados?;1ª análise;;;
d6e0b54a1bd0e950a530426fe54bcbca;Solicitação de Pagamento Sindical (taxas e boletos);Solicitar autorização sindical para domingos e feriados;v_company;referência;Company;Para qual empresa?;1ª análise;;;
d6e0b54a1bd0e950a530426fe54bcbca;Solicitação de Pagamento Sindical (taxas e boletos);Solicitar autorização sindical para domingos e feriados;how_many_sundays_would_you_like_to_request;lista;How many Sundays would you like to request?;Quantos domingos?;1ª análise;;;
d6e0b54a1bd0e950a530426fe54bcbca;Solicitação de Pagamento Sindical (taxas e boletos);Solicitar autorização sindical para domingos e feriados;v_type_of_payment;lista;Type of payment;É para domingos ou feriados?;1ª análise;;;
d6e0b54a1bd0e950a530426fe54bcbca;Solicitação de Pagamento Sindical (taxas e boletos);Solicitar autorização sindical para domingos e feriados;v_name_establishment_store_v2;referência;Name of the Establishment / Store;Qual loja ou estabelecimento?;1ª análise;;;
d6e0b54a1bd0e950a530426fe54bcbca;Solicitação de Pagamento Sindical (taxas e boletos);Solicitar autorização sindical para domingos e feriados;v_number_of_employees;texto;Number of employees;Quantos colaboradores vão trabalhar?;1ª análise;;;
bc3db2bb1bf43910d1abda4ce54bcb55;Nota Fiscal Outras Saídas;Solicitar nota fiscal de outras saídas (teste, transferência, evento, armazenagem);v_what_is_the_tax_operation;lista;What is the tax operation?;Qual é a operação: teste, transferência, evento, armazenagem ou outra?;1ª análise;;;
bc3db2bb1bf43910d1abda4ce54bcb55;Nota Fiscal Outras Saídas;Solicitar nota fiscal de outras saídas (teste, transferência, evento, armazenagem);v_what_are_the_other_exits;texto longo;What are the other exits?;Descreva que tipo de saída é essa.;1ª análise;;;
bc3db2bb1bf43910d1abda4ce54bcb55;Nota Fiscal Outras Saídas;Solicitar nota fiscal de outras saídas (teste, transferência, evento, armazenagem);v_what_is_the_test_operation;lista;What is the test operation?;Que tipo de teste é?;1ª análise;;;
