sys_id;item;derivado;variavel;tipo;question_text_original;label;origem_label;avaliacao;label_ajustado;observacoes
6b09123f1b7c6590d1abda4ce54bcb57;Relatórios Gerais de Recursos Humanos;Solicitar relatório de dados de RH (Brasil);anexo_aprovacao;anexo;Anexar aprovação do gestor;Envie o anexo com a aprovação do gestor.;modelo;;;
6b09123f1b7c6590d1abda4ce54bcb57;Relatórios Gerais de Recursos Humanos;Solicitar relatório de dados de RH (Brasil);v_email;texto;Email;Qual é o seu e-mail para contato?;modelo;;;
1bd0c1041b006dd4a530426fe54bcbaf;Solicitação de Reembolso do Ponto Eletrônico;Solicitar correção retroativa do ponto eletrônico;v_company;texto;Company;Qual é a empresa do colaborador?;modelo;;;
2fbbb06a1ba79550a530426fe54bcbc8;MyPerformance;Dúvida ou problema na avaliação de desempenho (MyPerformance);v_description_report;texto longo;Detail what information you need in this report and possible filters such as: Brands, Country, Management Level, Grade, Position and Period.;Quais informações e filtros você precisa no relatório? (ex.: marca, país, nível, cargo, período);modelo;;;
2fbbb06a1ba79550a530426fe54bcbc8;MyPerformance;Dúvida ou problema na avaliação de desempenho (MyPerformance);v_classify_the_request_type;lista;Classify the request type;É um pedido de relatório ou outro tipo de solicitação sobre o MyPerformance?;modelo;;;
2fbbb06a1ba79550a530426fe54bcbc8;MyPerformance;Dúvida ou problema na avaliação de desempenho (MyPerformance);v_choose_request_type;lista;Choose request type;Você quer tirar uma dúvida, relatar um erro no sistema ou fazer um pedido geral sobre o MyPerformance?;modelo;;;
2fbbb06a1ba79550a530426fe54bcbc8;MyPerformance;Dúvida ou problema na avaliação de desempenho (MyPerformance);v_description_for_other;texto longo;Describe your need in this field;Descreva o que você precisa.;modelo;;;
2fbbb06a1ba79550a530426fe54bcbc8;MyPerformance;Dúvida ou problema na avaliação de desempenho (MyPerformance);v_describe;texto longo;Describe your need in this field;Descreva sua dúvida ou o erro que você encontrou no MyPerformance.;modelo;;;
051cbf0b1bafd190a530426fe54bcbd4;OurTalents;Dúvida ou problema no OurTalents (comitê de talentos);v_classify_request_type;lista;Classify the request type;Sua solicitação é um relatório ou outro tipo de pedido?;modelo;;;
051cbf0b1bafd190a530426fe54bcbd4;OurTalents;Dúvida ou problema no OurTalents (comitê de talentos);v_choose_request_type;lista;Choose request type;O que você precisa: tirar uma dúvida sobre o processo, relatar um erro no sistema ou fazer outro tipo de pedido?;modelo;;;
4aacc9fa1be90a50a530426fe54bcb0f;Solicitação de 2ª via de crachá;Solicitar 2ª via de crachá;i_didnt_find_the_desired_location;sim/não;I didn't find the desired location;Você não encontrou a unidade desejada na lista?;modelo;;;
6b09123f1b7c6590d1abda4ce54bcb57;Relatórios Gerais de Recursos Humanos;Solicitar relatório de dados de RH (Brasil);v_sub_company;list collector;Sub Company;Quer filtrar por alguma subempresa? Se não, considero todas.;1ª análise;;;
6b09123f1b7c6590d1abda4ce54bcb57;Relatórios Gerais de Recursos Humanos;Solicitar relatório de dados de RH (Brasil);v_company;list collector;Company;De quais empresas (marcas) você precisa dos dados?;1ª análise;;;
6b09123f1b7c6590d1abda4ce54bcb57;Relatórios Gerais de Recursos Humanos;Solicitar relatório de dados de RH (Brasil);v_details;texto longo;Details;Quer dar mais algum detalhe?;1ª análise;;;
