sys_id;item;derivado;variavel;tipo;question_text_original;label;origem_label;avaliacao;label_ajustado;observacoes
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;Alterar linhas do vale-transporte ou fretado;nova_aceite_termo;sim/não;;Você leu e aceita o termo de responsabilidade do benefício (link na descrição)?;modelo (variável nova);;;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;Cancelar vale-transporte ou fretado;nova_aceite_termo;sim/não;;Você leu e aceita o termo de responsabilidade do benefício (link na descrição)?;modelo (variável nova);;;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;Recusar vale-transporte (novo colaborador);nova_aceite_termo;sim/não;;Você leu e aceita o termo de responsabilidade do benefício (link na descrição)?;modelo (variável nova);;;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;Aderir ao vale-transporte ou fretado;v_already_have_a_vt_card;sim/não;Already have a VT card?;Você já tem cartão de transporte?;1ª análise;;;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;Aderir ao vale-transporte ou fretado;v_benefit_type;lista;Benefit type;Você quer vale-transporte, fretado ou os dois?;1ª análise;;;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;Aderir ao vale-transporte ou fretado;nova_aceite_termo;sim/não;;Você leu e aceita o termo de responsabilidade do benefício (link na descrição)?;1ª análise;;;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;Aderir ao vale-transporte ou fretado;nova_anexo_cartao_transporte;anexo;;Envie a foto do(s) seu(s) cartão(ões) de transporte.;1ª análise;;;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;Alterar linhas do vale-transporte ou fretado;v_already_have_a_vt_card;sim/não;Already have a VT card?;Você já tem cartão de transporte?;1ª análise;;;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;Alterar linhas do vale-transporte ou fretado;v_benefit_type;lista;Benefit type;A alteração é no vale-transporte, no fretado ou nos dois?;1ª análise;;;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;Alterar linhas do vale-transporte ou fretado;nova_anexo_cartao_transporte;anexo;;Envie a foto do(s) seu(s) cartão(ões) de transporte.;1ª análise;;;
23094fd91bfab990d1abda4ce54bcb29;Adesão, Alteração ou Cancelamento do Vale Transporte;Cancelar vale-transporte ou fretado;v_benefit_type;lista;Benefit type;O que você quer cancelar: vale-transporte, fretado ou os dois?;1ª análise;;;
f662d29e1ba2b810a530426fe54bcb8b;Reembolso Auxílio Creche ou Babá;Pedir reembolso de auxílio-creche ou babá;competency_months;lista;Competency months;A qual mês se refere o pagamento?;1ª análise;;;
f662d29e1ba2b810a530426fe54bcb8b;Reembolso Auxílio Creche ou Babá;Pedir reembolso de auxílio-creche ou babá;declare_statement_of_veracity;sim/não;I declare to assume full responsibility for the accuracy of the information contained in this form;Você declara que as informações são verdadeiras e assume a responsabilidade por elas?;1ª análise;;;
f662d29e1ba2b810a530426fe54bcb8b;Reembolso Auxílio Creche ou Babá;Pedir reembolso de auxílio-creche ou babá;childs_name;referência;Nome do(a) Filho(a)/Dependente;Para qual filho ou dependente é o reembolso?;1ª análise;;;
f662d29e1ba2b810a530426fe54bcb8b;Reembolso Auxílio Creche ou Babá;Pedir reembolso de auxílio-creche ou babá;pay_day;data;Pay day;Em que data você fez o pagamento?;1ª análise;;;
f662d29e1ba2b810a530426fe54bcb8b;Reembolso Auxílio Creche ou Babá;Pedir reembolso de auxílio-creche ou babá;please_attach_the_receipt_invoice_here;anexo;Please attach the receipt/invoice here.;Envie o recibo ou a nota fiscal.;1ª análise;;;
f662d29e1ba2b810a530426fe54bcb8b;Reembolso Auxílio Creche ou Babá;Pedir reembolso de auxílio-creche ou babá;amount_paid;texto;Amount paid;Qual valor você pagou (em reais)?;1ª análise;;;
f662d29e1ba2b810a530426fe54bcb8b;Reembolso Auxílio Creche ou Babá;Pedir reembolso de auxílio-creche ou babá;v_receipt_types;lista;Receipt Types;O comprovante é de creche/escola ou de babá? Recibo ou nota fiscal?;1ª análise;;;
