sys_id;item;derivado;variavel;tipo;question_text_original;label;origem_label;avaliacao;label_ajustado;observacoes
c15bef711bdde110a530426fe54bcbc0;Solicitar criação de pagamento manual e ITP;Solicitar pagamento manual ou ITP (taxas e juros);v_sap_code_ref;lista lookup;SAP Code;Qual é o código SAP do beneficiário?;modelo;;;
c15bef711bdde110a530426fe54bcbc0;Solicitar criação de pagamento manual e ITP;Solicitar pagamento manual ou ITP (taxas e juros);v_payment_approver_email;lista lookup;Payment approver email;Qual é o e-mail de quem vai aprovar o pagamento?;modelo;;;
c15bef711bdde110a530426fe54bcbc0;Solicitar criação de pagamento manual e ITP;Solicitar pagamento manual ou ITP (taxas e juros);v_beneficiary_cnpj_or_cpf;lista lookup;What is the beneficiary's CNPJ or CPF?;Qual é o CNPJ ou CPF do beneficiário?;modelo;;;
aecc23c61b5d6910d1abda4ce54bcb8c;Comprovante de Pagamento Internacional;Solicitar comprovante de pagamento internacional;v_supplier_code;lista lookup;Supplier code:;Qual é o código do fornecedor?;modelo;;;
c15bef711bdde110a530426fe54bcbc0;Solicitar criação de pagamento manual e ITP;Solicitar pagamento manual ou ITP (taxas e juros);v_payment_description;texto longo;Payment description;Descreva o que está sendo pago.;1ª análise;;;
c15bef711bdde110a530426fe54bcbc0;Solicitar criação de pagamento manual e ITP;Solicitar pagamento manual ou ITP (taxas e juros);v_amount_to_be_paid;texto;Amount to be paid to the beneficiary?;Qual é o valor a pagar?;1ª análise;;;
c15bef711bdde110a530426fe54bcbc0;Solicitar criação de pagamento manual e ITP;Solicitar pagamento manual ou ITP (taxas e juros);v_payment_approver_name;referência;Payment approver name;Quem vai aprovar o pagamento?;1ª análise;;;
c15bef711bdde110a530426fe54bcbc0;Solicitar criação de pagamento manual e ITP;Solicitar pagamento manual ou ITP (taxas e juros);v_attach_template_apportionments;anexo;Attach the template with the apportionments;Anexe o template de rateio preenchido.;1ª análise;;;
c15bef711bdde110a530426fe54bcbc0;Solicitar criação de pagamento manual e ITP;Solicitar pagamento manual ou ITP (taxas e juros);v_ledger_account;texto;Ledger Account;Qual é a conta contábil?;1ª análise;;;
c15bef711bdde110a530426fe54bcbc0;Solicitar criação de pagamento manual e ITP;Solicitar pagamento manual ou ITP (taxas e juros);v_coin;referência;Coin;Em qual moeda?;1ª análise;;;
c15bef711bdde110a530426fe54bcbc0;Solicitar criação de pagamento manual e ITP;Solicitar pagamento manual ou ITP (taxas e juros);v_demanded_by_legal_team;lista;Is this payment request demanded by the Legal Team?;Esse pagamento foi pedido pelo Jurídico?;1ª análise;;;
c15bef711bdde110a530426fe54bcbc0;Solicitar criação de pagamento manual e ITP;Solicitar pagamento manual ou ITP (taxas e juros);v_select_the_approver;referência;Select the approver;Quem é o aprovador (gerente ou acima)?;1ª análise;;;
c15bef711bdde110a530426fe54bcbc0;Solicitar criação de pagamento manual e ITP;Solicitar pagamento manual ou ITP (taxas e juros);v_additional_information;texto longo;Additional information;Quer acrescentar alguma informação?;1ª análise;;;
c15bef711bdde110a530426fe54bcbc0;Solicitar criação de pagamento manual e ITP;Solicitar pagamento manual ou ITP (taxas e juros);v_beneficiary_name;referência;Beneficiary's name;Quem é o beneficiário do pagamento?;1ª análise;;;
c15bef711bdde110a530426fe54bcbc0;Solicitar criação de pagamento manual e ITP;Solicitar pagamento manual ou ITP (taxas e juros);v_payment_category;lista;What is the payment category?;O pagamento é nacional ou internacional?;1ª análise;;;
c15bef711bdde110a530426fe54bcbc0;Solicitar criação de pagamento manual e ITP;Solicitar pagamento manual ou ITP (taxas e juros);v_is_an_apportionment;lista;Is this payment request an apportionment?;O valor será rateado entre mais de um centro de custo?;1ª análise;;;
c15bef711bdde110a530426fe54bcbc0;Solicitar criação de pagamento manual e ITP;Solicitar pagamento manual ou ITP (taxas e juros);v_cost_center_or_pep;texto;Cost Center or PEP;Qual é o centro de custo ou PEP (elemento de projeto)?;1ª análise;;;
c15bef711bdde110a530426fe54bcbc0;Solicitar criação de pagamento manual e ITP;Solicitar pagamento manual ou ITP (taxas e juros);v_pay_day;data;Pay day;Para qual data é o pagamento?;1ª análise;;;
aecc23c61b5d6910d1abda4ce54bcb8c;Comprovante de Pagamento Internacional;Solicitar comprovante de pagamento internacional;v_request_number;texto;Request number;Qual o número da solicitação de pagamento?;1ª análise;;;
aecc23c61b5d6910d1abda4ce54bcb8c;Comprovante de Pagamento Internacional;Solicitar comprovante de pagamento internacional;v_value;texto;Value;Qual o valor pago?;1ª análise;;;
aecc23c61b5d6910d1abda4ce54bcb8c;Comprovante de Pagamento Internacional;Solicitar comprovante de pagamento internacional;v_coin;referência;Coin;Em qual moeda foi o pagamento?;1ª análise;;;
aecc23c61b5d6910d1abda4ce54bcb8c;Comprovante de Pagamento Internacional;Solicitar comprovante de pagamento internacional;v_request_type;lista;Request type;Que tipo de solicitação é essa?;1ª análise;;;
aecc23c61b5d6910d1abda4ce54bcb8c;Comprovante de Pagamento Internacional;Solicitar comprovante de pagamento internacional;v_supplier_name;referência;Supplier name:;Qual o fornecedor?;1ª análise;;;
aecc23c61b5d6910d1abda4ce54bcb8c;Comprovante de Pagamento Internacional;Solicitar comprovante de pagamento internacional;v_invoice_number;texto;Invoice number;Qual o número da invoice?;1ª análise;;;
