sys_id;item;derivado;variavel;tipo;question_text_original;label;origem_label;avaliacao;label_ajustado;observacoes
f7bc58b88741ba10ec360e530cbb3572;Solicitação de Exceção para Payment Run;Incluir ou excluir fornecedor da exceção do Payment Run;attach_approval;anexo;Attach the approval;Envie o documento de aprovação da solicitação.;modelo;;;
15b5791d1bc0e558d1abda4ce54bcb48;Admissão e Movimentação Internacional;Solicitar Admissão com Movimentação Internacional;v_attach_the_completed_template_here;anexo;Attach the completed template here;Envie o modelo preenchido em anexo.;modelo;;;
15b5791d1bc0e558d1abda4ce54bcb48;Admissão e Movimentação Internacional;Solicitar Admissão com Movimentação Internacional;v_name_other;referência;Name;Quem é o colaborador desta solicitação?;modelo;;;
15b5791d1bc0e558d1abda4ce54bcb48;Admissão e Movimentação Internacional;Solicitar Admissão com Movimentação Internacional;v_description;texto longo;Description;Descreva a solicitação com mais detalhes.;modelo;;;
15b5791d1bc0e558d1abda4ce54bcb48;Admissão e Movimentação Internacional;Solicitar Admissão com Movimentação Internacional;v_id;texto;ID Global;Qual é o ID Global do colaborador?;modelo;;;
15b5791d1bc0e558d1abda4ce54bcb48;Admissão e Movimentação Internacional;Solicitar Admissão no Exterior (Estados Unidos e França);v_attach_the_completed_template_here;anexo;Attach the completed template here;Envie o modelo preenchido em anexo.;modelo;;;
15b5791d1bc0e558d1abda4ce54bcb48;Admissão e Movimentação Internacional;Solicitar Admissão no Exterior (Estados Unidos e França);v_description;texto longo;Description;Descreva a solicitação com mais detalhes.;modelo;;;
15b5791d1bc0e558d1abda4ce54bcb48;Admissão e Movimentação Internacional;Solicitar Admissão no Exterior (Estados Unidos e França);v_name;texto;Name;Qual é o nome completo da pessoa?;modelo;;;
15b5791d1bc0e558d1abda4ce54bcb48;Admissão e Movimentação Internacional;Solicitar Admissão no Exterior (Estados Unidos e França);v_id;texto;ID Global;Qual é o ID Global do colaborador?;modelo;;;
15b5791d1bc0e558d1abda4ce54bcb48;Admissão e Movimentação Internacional;Solicitar Expatriação de Colaborador;v_attach_the_completed_template_here;anexo;Attach the completed template here;Envie o modelo preenchido em anexo.;modelo;;;
15b5791d1bc0e558d1abda4ce54bcb48;Admissão e Movimentação Internacional;Solicitar Expatriação de Colaborador;v_name_other;referência;Name;Quem é o colaborador desta solicitação?;modelo;;;
15b5791d1bc0e558d1abda4ce54bcb48;Admissão e Movimentação Internacional;Solicitar Expatriação de Colaborador;v_description;texto longo;Description;Descreva a solicitação com mais detalhes.;modelo;;;
15b5791d1bc0e558d1abda4ce54bcb48;Admissão e Movimentação Internacional;Solicitar Expatriação de Colaborador;v_id;texto;ID Global;Qual é o ID Global do colaborador?;modelo;;;
