sys_id;item;derivado;variavel;tipo;question_text_original;label;origem_label;avaliacao;label_ajustado;observacoes
23e1547e1b1ce190d1abda4ce54bcbba;Consulta de estabilidade médica (casos restritos);Consultar estabilidade médica antes de desligar (casos restritos);v_department;texto;Department;Qual é o departamento do colaborador?;modelo;;;
23e1547e1b1ce190d1abda4ce54bcbba;Consulta de estabilidade médica (casos restritos);Consultar estabilidade médica antes de desligar (casos restritos);v_id;texto;ID Global;Qual é o ID Global do colaborador?;modelo;;;
23e1547e1b1ce190d1abda4ce54bcbba;Consulta de estabilidade médica (casos restritos);Consultar estabilidade médica antes de desligar (casos restritos);v_cpf;texto;CPF;Qual é o CPF do colaborador?;modelo;;;
23e1547e1b1ce190d1abda4ce54bcbba;Consulta de estabilidade médica (casos restritos);Consultar estabilidade médica antes de desligar (casos restritos);v_localization;texto;Localization;Qual é a localização do colaborador?;modelo;;;
9045899c87fc0f90ec360e530cbb35fb;Solicitar Aplicação de Acordo Coletivo;Solicitar aplicação de acordo coletivo;v_label_attach_collective_agreement_doc;anexo;To complete your request, you must attach the collective agreement document.;Envie o documento do acordo coletivo assinado.;modelo;;;
2def243d1bd42550d1abda4ce54bcbae;Informações ou dúvidas relacionadas à Controle de Jornada;Dúvidas sobre controle de jornada e ponto;type_of_request;lista;Type of Request;É uma dúvida, um problema ou uma solicitação?;1ª análise;;;
2def243d1bd42550d1abda4ce54bcbae;Informações ou dúvidas relacionadas à Controle de Jornada;Dúvidas sobre controle de jornada e ponto;select_the_topic;lista;Select the Topic;Sobre qual assunto de jornada é a sua dúvida?;1ª análise;;;
2def243d1bd42550d1abda4ce54bcbae;Informações ou dúvidas relacionadas à Controle de Jornada;Dúvidas sobre controle de jornada e ponto;v_description_details;texto longo;Describe what you need in this field;Descreva o que você precisa, com datas se houver.;1ª análise;;;
23e1547e1b1ce190d1abda4ce54bcbba;Consulta de estabilidade médica (casos restritos);Consultar estabilidade médica antes de desligar (casos restritos);v_collaborator;referência;Collaborator;Qual colaborador você pretende desligar?;1ª análise;;;
23e1547e1b1ce190d1abda4ce54bcbba;Consulta de estabilidade médica (casos restritos);Consultar estabilidade médica antes de desligar (casos restritos);v_description;texto longo;Description;Há alguma informação relevante sobre a saúde ou afastamentos do colaborador?;1ª análise;;;
23e1547e1b1ce190d1abda4ce54bcbba;Consulta de estabilidade médica (casos restritos);Consultar estabilidade médica antes de desligar (casos restritos);v_expected_shutdown_date;data;Expected shutdown date;Qual é a data prevista do desligamento?;1ª análise;;;
23e1547e1b1ce190d1abda4ce54bcbba;Consulta de estabilidade médica (casos restritos);Consultar estabilidade médica antes de desligar (casos restritos);v_what_company_are_the_employees_part_of;lista;What company are the employees part of?;De qual empresa é o colaborador (Avon LATAM, Natura ou TBS)?;1ª análise;;;
046b58fc1bb71114d1abda4ce54bcbbc;Prorrogação de título;Solicitar prorrogação de vencimento de títulos;v_select_the_approver;referência;Select the approver;Quem vai aprovar a prorrogação?;1ª análise;;;
046b58fc1bb71114d1abda4ce54bcbbc;Prorrogação de título;Solicitar prorrogação de vencimento de títulos;v_attach_template;anexo;"Attach template with titles to be extended
";Anexe a planilha com os títulos a prorrogar, no modelo padrão.;1ª análise;;;
9045899c87fc0f90ec360e530cbb35fb;Solicitar Aplicação de Acordo Coletivo;Solicitar aplicação de acordo coletivo;v_comments;texto longo;Additional Comments;Quer acrescentar algum comentário?;1ª análise;;;
9045899c87fc0f90ec360e530cbb35fb;Solicitar Aplicação de Acordo Coletivo;Solicitar aplicação de acordo coletivo;v_union_of_the_category;texto;Union of the category;Qual é o sindicato da categoria?;1ª análise;;;
9045899c87fc0f90ec360e530cbb35fb;Solicitar Aplicação de Acordo Coletivo;Solicitar aplicação de acordo coletivo;v_base_date;data;Base date;Qual é a data-base do acordo?;1ª análise;;;
9045899c87fc0f90ec360e530cbb35fb;Solicitar Aplicação de Acordo Coletivo;Solicitar aplicação de acordo coletivo;v_observations_for_guideline;texto longo;Observations for Guideline;Quais são as diretrizes para aplicar o acordo?;1ª análise;;;
41f22d2287848b10ec360e530cbb35cb;Fornecedores de Argentina – Cadastro de E-mail para Recebimento de Comprovantes de Retenção;Cadastrar e-mail para receber comprovantes de retenção (fornecedores da Argentina);question_email;texto;Email address for receiving the Withholding Receipt;Para qual e-mail devemos enviar os certificados de retenção? Pode informar mais de um, separados por ponto e vírgula.;1ª análise;;;
41f22d2287848b10ec360e530cbb35cb;Fornecedores de Argentina – Cadastro de E-mail para Recebimento de Comprovantes de Retenção;Cadastrar e-mail para receber comprovantes de retenção (fornecedores da Argentina);question_enter_name;texto;Enter the Company Name;Qual a razão social da empresa?;1ª análise;;;
